ID,Nama Bahan,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
8300,"Ikan, blackfish, utuh (asli Alaska)","80,10",82,"15,50","1,75","1,65",-,-,-,236,"4,60",-,287,-,-,-,-,-,-,-,"0,010","0,370","1,900",-,-,-,-,-,1.202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8301,"Blueberry, liar, beku (asli Alaska)","88,70",44,"0,70",-,"0,20","10,40",-,-,15,"1,10",-,-,-,-,-,-,-,-,"2,2","0,030","0,100","0,400",-,-,-,-,-,163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8302,"Karibu, sumsum tulang, mentah (asli Alaska)","7,40",786,"6,70","84,40","1,50",-,-,-,-,"4,50",-,107,-,-,-,-,-,-,-,"0,040",-,"0,200",-,-,-,-,-,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8303,"Karibu, mata, mentah (asli Alaska)","57,10",326,"10,80","31,40","0,60",-,-,-,19,"4,70",-,58,-,-,-,-,-,-,-,"0,010","0,050","0,200",-,-,-,-,-,400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8304,"Karibu, hati, mentah (asli Alaska)","71,40",122,"15,00","3,90","2,90","6,80",-,-,4,"15,70",-,282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8305,"Rebus / sup, karibu (asli Alaska)","90,00",41,"3,80","0,70","0,70","4,80","0,1",-,7,"0,20",5,12,84,72,"0,10","0,030","0,080",-,"1,5","0,020","0,010","0,270","0,100","0,060",3,-,-,1.607,-,-,-,-,-,-,-,-,-,-,-,"0,010",-,"0,020",-
8306,"Karibu, lidah, mentah (asli Alaska)","62,50",260,"13,70","22,80","1,00",-,-,-,6,"2,80",-,150,-,-,-,-,-,-,-,"0,120",-,-,-,-,-,-,-,190,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8307,"Chiton, kasar, gumboot (asli Alaska)","78,60",83,"17,10","1,60","2,70",-,-,-,121,"16,00",-,-,-,-,-,-,-,-,-,"0,050","0,340","4,200",-,-,-,-,-,1.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8308,"Cloudberries, mentah (asli Alaska)","87,00",51,"2,40","0,80","1,20","8,60",-,-,18,"0,70",-,35,-,-,-,-,-,-,"158,0","0,050","0,070","0,900",-,-,-,-,-,210,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8309,"Kerang, mentah (asli Alaska)","78,80",79,"13,50","0,70","2,30","4,70",-,-,30,"16,20",-,-,-,-,-,-,-,-,-,"0,010","0,200","3,200",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8310,"Cranberry, liar, semak, mentah (asli Alaska)","86,00",55,"1,10","0,20","0,40","12,30","6,7",-,20,"1,00",-,15,140,26,-,-,-,-,"15,0",-,"0,010","0,900",-,-,-,-,-,1.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8311,"Cranberry, semak rendah atau lingenberry, mentah (asli Alaska)","86,70",55,"0,40","0,50","0,20","12,20",-,-,26,"0,40",-,21,-,-,-,-,-,-,"21,0","0,020","0,080","0,400",-,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8312,"Ikan, ikan devilfish, daging (asli Alaska)","80,80",97,"11,70","5,30","1,50",-,-,-,12,"0,40",-,3,-,-,-,-,-,-,"3,0","0,090","0,100","1,100",-,-,-,-,-,1.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8313,"Fireweed, daun muda, mentah (asli Alaska)","87,20",44,"3,00","0,80","2,70","6,30","6,0",-,13,"2,10",-,166,251,50,-,-,-,-,"99,0","0,040","0,860","1,400",-,-,-,-,-,5.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8314,"Ikan, telur ikan hering di rumput laut raksasa, Pasifik (asli Alaska)","81,80",63,"11,30","0,80","3,50","2,60",-,-,161,"3,40",-,-,-,61,-,-,-,-,-,"0,100","0,130","2,700",-,-,-,-,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8315,"Ikan, telur herring, Pasifik, kering (asli Alaska)","27,30",312,"60,40","6,60","2,90","2,80",-,-,29,-,-,808,-,-,-,-,-,-,-,"0,050","0,170","4,100",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8316,"Ikan, telur herring, Pasifik, polos (asli Alaska)","81,20",74,"9,60","1,93","2,80","4,47",-,-,19,"2,70",-,-,-,61,-,-,-,-,"0,6","0,100","0,120","1,800",-,-,-,-,-,57,-,-,-,-,-,-,-,-,-,-,-,"0,430","0,420","0,710","40,00"
8317,"Ikan, herring, Pasifik, daging, kering udara, dikemas dalam minyak (asli Alaska)","18,20",489,"44,50","34,60","2,70",-,-,-,-,-,-,684,-,-,-,-,-,-,-,"0,010",-,"2,200",-,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8318,"Huckleberry, mentah (asli Alaska)","90,70",37,"0,40","0,10","0,10","8,70",-,-,15,"0,30",-,-,-,10,-,-,-,-,"2,8","0,010","0,030","0,300",-,-,-,-,-,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8319,"Ikan, lingcod, daging, mentah (asli Alaska)","80,00",79,"17,90","0,80","1,30",-,-,-,-,-,-,-,433,59,-,-,-,-,-,"0,110","0,360",-,-,-,-,-,-,230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8320,"Ikan, lingcod, hati (asli Alaska)","45,90",424,"5,60","42,00","0,50","6,00",-,-,5,"1,00",-,123,-,-,-,-,-,-,-,"0,220",-,"4,200",-,-,-,-,-,9.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8321,"Stew, moose (asli Alaska)","86,10",55,"6,60","0,50","0,80","6,00","0,5",-,12,"1,52",6,16,100,222,"0,12","0,020","0,090",-,"1,0","0,060","0,080","1,500","0,040","0,030",5,-,-,1.043,-,-,-,-,-,-,-,-,-,-,-,"0,010","0,010","0,020",-
8322,"Moose, daging, mentah (asli Alaska)","74,79",103,"22,30","1,50","1,41",-,-,-,5,"3,28",23,165,317,65,"2,80","0,067","0,008",-,"4,0","0,070","0,240","5,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,220","0,150","1,200","54,00"
8323,"Akar Mashu, mentah (asli Alaska)","67,80",135,"5,80","2,40","1,40","22,60",-,-,-,-,-,67,-,-,-,-,-,-,"11,0","0,100","0,070","1,300",-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8324,"Rusa, hati, direbus (asli Alaska)","66,00",155,"24,38","4,89","1,30","3,43",-,-,7,"6,77",20,429,235,70,"6,07","2,789","0,413",-,"22,6","0,196","4,100","10,720","4,570","0,910",217,-,"71,00",96,-,-,-,-,-,-,-,-,-,-,-,-,"0,650","1,070","389,00"
8325,"Kacang, akar (asli Alaska)","77,20",81,"3,90","0,10","2,70","16,10",-,-,22,-,-,175,-,-,-,-,-,-,"16,0","0,010","0,040","0,100",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8326,"Kacang tikus, bibit (asli Alaska)","73,00",104,"7,30","1,10","2,30","16,30",-,-,17,-,-,150,-,-,-,-,-,-,"8,0","0,010","0,140","1,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8327,Gurita (asli Alaska),"84,00",56,"12,30","0,80","1,50",-,-,-,35,"4,90",-,158,-,-,"1,43","0,370","0,021",-,-,"0,030","0,040","2,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,200",-,"0,200","41,00"
8328,"Anjing laut, berjanggut (Oogruk), daging, kering (asli Alaska)","11,60",351,"82,60","2,30","3,50",-,-,-,-,"49,60",-,784,-,-,-,-,-,-,-,"0,130","0,630",-,-,-,-,-,-,1.31,393,-,-,-,-,-,-,-,-,-,-,"0,600","1,330","0,370",-
8329,"Anjing laut, berjanggut (Oogruk), daging, mentah (asli Alaska)","69,60",110,"26,70","0,40","3,30",-,-,-,10,"12,90",-,198,-,-,-,-,-,-,-,"0,200","0,260","5,900",-,-,-,-,-,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100,00"
8330,"Minyak, anjing laut berjanggut (Oogruk) (asli Alaska)","0,02",899,"0,56","99,60",-,-,-,-,-,-,-,-,-,-,-,-,-,"3,3",-,"0,011",-,-,-,-,2,"0,1",-,33,10,10,-,-,-,-,-,"10,28","0,7",30,-,"10,926","47,080","33,001","52,00"
8331,"Oopah (tunicate), seluruh hewan (asli Alaska)","80,20",67,"11,70","2,20","2,80",-,-,-,53,"20,70",-,103,-,-,-,-,-,-,-,-,"0,100","0,900",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8332,"Burung hantu, bertanduk, daging, mentah (asli Alaska)","71,30",136,"22,70","5,00","1,00",-,-,-,16,"4,80",-,218,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8333,"Ikan, tombak, utara, hati (asli Alaska)","69,80",156,"16,60","8,00","1,30","4,30",-,-,28,"2,10",-,412,-,-,-,-,-,-,-,"0,100","0,700","5,000",-,-,-,-,-,860,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8334,"Rhubarb, liar, daun (alaska asli)","83,50",61,"4,20","0,50","1,90","9,90",-,-,-,-,-,87,-,-,-,-,-,-,"33,0","0,100",-,"0,100",-,-,-,-,-,4.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8335,"Ikan, salmon, tipnuk, fermentasi (asli Alaska)","68,80",159,"15,90","10,60","2,00",-,-,-,-,-,-,46,-,-,-,-,-,-,-,"0,130","0,150","1,900",-,-,-,-,-,780,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8336,"Ikan, salmon, raja, chinook, kipper, kaleng (asli Alaska)","51,20",266,"30,70","15,90","2,20",-,-,-,38,"1,70",-,-,-,-,-,-,-,-,-,"0,050","0,140","10,900",-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8337,"Ikan, salmon, raja, chinook, diasap, dan kalengan (asli Alaska)","66,70",150,"23,20","5,90","3,20",-,-,-,60,"1,80",-,-,-,-,-,-,-,-,-,"0,010","0,100","8,500",-,-,-,-,-,319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8338,"Ikan, salmon, raja, chinook, diasap, brined (asli Alaska)","23,60",430,"39,90","30,00","3,60",-,-,-,23,"4,50",-,-,700,693,-,-,-,-,-,"0,060","0,280","11,800",-,-,-,-,-,527,-,-,-,-,-,-,-,-,-,-,-,"6,970","16,900","0,350","107,00"
8339,"Ikan, salmon, raja, chinook, hati (asli Alaska)","69,80",156,"16,60","8,00","1,30","4,30",-,-,28,"2,60",-,412,-,-,-,-,-,-,-,"0,100","0,700","5,000",-,-,-,-,-,3.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8340,"Bebek, scoter, bersayap putih, daging (asli Alaska)","79,00",84,"20,20","0,40","0,40",-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8341,"Teripang, yane (asli Alaska)","80,70",56,"13,00","0,40","2,80",-,-,-,30,"0,60",-,-,-,-,-,-,-,-,-,"0,050","0,940","3,200",-,-,-,-,-,310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8342,"Anjing laut, daging ring, daging (asli Alaska)","67,40",142,"28,40","3,20","1,00",-,-,-,5,"19,60",-,238,-,110,-,-,-,-,-,"0,140","0,530",-,"0,650",-,-,-,-,385,116,115,-,-,-,-,-,-,-,-,-,"0,820","1,720","0,060","90,00"
8343,"Anjing laut, hati (alaska asli)","74,20",116,"18,60","3,30","1,00","2,90",-,-,13,"13,50",-,3,-,-,-,-,-,-,-,"0,180",-,-,-,-,-,-,-,36.6,4.88,-,-,-,-,-,-,-,-,-,-,"1,170","1,100","1,030",-
8344,"Sup, ikan, buatan sendiri (asli Alaska)","84,00",72,"7,40","2,20","0,80","5,60",-,-,35,"0,50",1,112,128,30,-,-,"0,010",-,"0,3","0,070","0,020","2,640","0,010","0,010",1,-,-,40,-,-,-,-,-,-,-,-,-,-,-,"0,500",-,-,"12,00"
8345,"Sourdock, daun muda (asli Alaska)","89,70",42,"2,30","0,70","0,80","6,50",-,-,2,"0,80",-,55,-,-,-,-,-,-,"68,0","0,090","0,540","1,100",-,-,-,-,-,11.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8346,"Tupai, tanah, daging (asli Alaska)","75,40",111,"19,30","3,80","1,50",-,-,-,-,"4,70",-,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,220,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8347,"Kombinasi teh, tundra, ramuan, dan laborador (asli Alaska)","99,70",1,-,-,"0,10","0,20",-,-,2,"0,08",1,-,9,132,"0,04","0,020","0,040",-,"0,3","0,010",-,-,"0,010",-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8348,"Walrus, daging, kering (asli Alaska)","38,80",251,"57,00","2,60","1,60",-,-,-,-,"43,00",-,415,-,-,-,-,-,-,-,"0,210","0,790","10,100",-,-,-,-,-,410,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8349,"Rusa (daging rusa), sitka, mentah (asli Alaska)","75,00",116,"21,50","2,66","0,64",-,-,-,7,"2,90",-,-,-,-,-,-,-,-,-,"0,200","0,360","6,600",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,630","0,340","0,350","18,00"
8350,"Walrus, daging, mentah (asli Alaska)","65,10",199,"19,20","13,60","2,10",-,-,-,18,"9,40",-,122,-,-,-,-,-,-,-,"0,180","0,240","4,800",-,-,-,-,-,170,-,-,-,-,-,-,-,-,-,-,-,"2,570","8,420","2,600","80,00"
8351,"Walrus, daging dan lemak subkutan mentah (asli Alaska)","58,90",282,"16,30","24,10","0,70",-,-,-,-,"9,40",-,125,-,-,-,-,-,-,-,"0,080","0,320",-,-,-,-,-,-,550,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8352,"Walrus, hati, mentah (asli Alaska)","71,50",125,"21,00","3,00","1,00","3,50",-,-,-,"14,40",-,208,-,-,-,-,-,-,-,"0,080","1,910",-,-,-,-,-,-,81.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8353,"Minyak, walrus (asli Alaska)",-,900,-,"100,00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"120,00"
8354,"Paus, bowhead, lemak subkutan (lemak) (asli Alaska)","2,90",870,"0,40","96,50","0,20",-,-,-,-,"0,50",-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"150,00"
8355,"Paus, busur, kulit dan lemak subkutan (muktuk) (asli Alaska)","40,00",465,"12,60","46,10","0,10",-,-,-,5,-,-,87,-,-,-,-,-,-,-,"0,080","0,020","0,800",-,-,-,-,-,750,-,-,-,-,-,-,-,-,-,-,-,"6,560","28,120","7,970","54,00"
8356,"Minyak, paus, bowhead (asli Alaska)",-,900,-,"100,00",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8357,"Ikan, bandeng, bandeng, hati, hati (asli Alaska)","76,10",104,"11,00","4,40","3,40","5,10",-,-,53,"8,60",-,297,-,-,-,-,-,-,-,"0,180","0,540","2,700",-,-,-,-,-,1.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8358,"Ikan, ikan putih, spesies campuran, mentah (asli Alaska)","72,80",131,"18,90","6,10","2,20",-,-,-,-,"0,29",33,280,317,51,"0,99","0,072",-,-,-,"0,130","0,130",-,-,-,-,-,-,540,-,-,-,-,-,-,-,-,-,-,-,"1,370","2,560","1,820","55,00"
8359,"Ikan, bandeng, bandeng, kepala, mata, pipi dan tulang lunak (asli Alaska)","76,30",107,"18,60","3,60","1,50",-,-,-,-,"3,90",-,242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8360,"Willow, daun dalam minyak (asli Alaska)","28,00",592,"2,60","61,00","0,30","8,10",-,-,-,"1,30",-,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8361,"Willow, daun muda, cincang (asli Alaska)","68,70",122,"6,10","1,60","2,90","20,70",-,-,130,"2,60",-,126,-,-,-,-,-,-,"190,0",-,-,"2,300",-,-,-,-,-,18.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8362,"Mush, jagung biru dengan abu (Navajo)","86,67",54,"0,66","0,49","0,44","11,74","1,1","0,19",96,"2,92",20,39,58,8,"0,76","0,048","0,305","0,9",-,"0,020","0,015","0,283","0,078","0,049",4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,074","0,109","0,208",-
8363,"Tepung jagung, biru (Navajo)","5,70",398,"10,40","5,44","1,54","76,93","8,7","1,81",5,"2,91",133,354,393,7,"2,91","0,218","0,758","11,8",-,"0,285","0,107","2,020","0,353","0,593",58,-,-,-,-,-,-,-,-,-,-,"0,73",-,-,-,"0,886","1,679","2,465",-
8364,"Melon, pisang (Navajo)","94,66",21,"0,84","0,20","0,24","4,06","0,3","3,36",13,"0,21",10,9,140,11,"0,14","0,035","0,036","0,4","8,1","0,020","0,018","0,460","0,070","0,050",20,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,9",-,-,-,-
8365,Chilchen (Minuman Berry Merah) (Navajo),"89,69",44,"0,81","0,63","0,20","8,68",-,"2,60",7,"0,95",9,23,28,15,"0,19","0,019","0,074",-,-,"0,020","0,015","0,248","0,030","0,033",8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,075","0,135","0,151",-
8366,"Jagung, kering (Navajo)","8,10",386,"9,88","5,22","1,86","74,93",-,"5,38",15,"1,92",124,337,511,13,"3,05","0,195","0,848",-,-,"0,200","0,068","3,300","0,380","0,372",77,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,9","0,820","1,483","1,900",-
8367,"Jagung, putih, kukus (Navajo)","8,09",386,"9,72","5,18","1,81","75,20","16,6","6,47",14,"2,29",123,312,532,4,"3,15","0,231","0,926",-,-,"0,080","0,067","3,310","0,300","0,289",100,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,8","0,830","1,483","1,862",-
8368,"Tepung jagung, putih (Navajo)","5,42",398,"10,99","5,04","1,40","77,14","10,4","1,46",11,"3,79",125,280,443,4,"3,24","0,219","0,646",-,-,"0,310","0,137","2,800","2,490","0,583",32,-,-,-,-,-,-,-,-,-,-,"0,37",-,-,"0,4","0,853","1,532","2,078",-
8369,"Tepung jagung, kuning (Navajo)","10,15",384,"9,85","5,88","1,22","72,90","9,4","1,56",6,"2,99",107,225,322,4,"3,10","0,242","0,641","6,0",-,"0,300","0,093","2,470","0,595","0,590",34,-,-,-,-,-,-,-,-,-,-,"0,37",-,-,"0,2","1,043","2,143","2,352",-
8370,"Labu, India, mentah (Navajo)","93,35",26,"0,52","0,20","0,29","5,64",-,"3,54",9,"0,17",10,12,205,20,"0,07","0,017","0,027",-,"4,5","0,020","0,020","0,170","0,110","0,058",22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8371,"Labu India, dimasak, direbus (navajo)","96,21",16,"0,31","0,15","0,10","3,22","1,5","2,02",-,-,-,-,-,-,-,-,-,-,-,"0,010","0,015","0,102","0,060","0,033",7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
8372,"Roti, berlutut (Navajo)","52,96",195,"4,29","2,21","1,07","39,47",-,"3,74",5,"1,11",55,164,320,126,"1,46","0,095","0,303","11,9",-,"0,120","0,132","2,490","0,354",-,98,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,3","0,353","0,603","0,847",-
8373,"Daging kambing, dimasak, dipanggang (Navajo)","54,00",234,"33,43","11,09","1,41","0,08",-,-,10,"4,76",31,272,409,135,"5,93","0,062","0,033","38,0",-,"0,060","0,300","6,520","0,897","0,377",-,101,"4,44",-,-,-,-,-,-,-,-,"0,80",-,-,-,"5,142","4,459","0,814","109,00"
8374,"Roti goreng, dibuat dengan lemak babi (Navajo)","31,57",330,"6,69","12,22","1,25","48,26",-,"2,03",57,"4,04",18,123,77,329,"0,35","0,091","0,297","18,6",-,"0,430","0,217","4,603","0,164","0,038",122,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,8","4,621","4,411","1,055","7,00"
8375,"Tortilla, termasuk sandwich biasa dan dari daging kambing (Navajo)","39,96",237,"7,28","0,95","1,87","49,94","2,4","2,75",70,"3,81",19,146,105,482,"0,32","0,102","0,268","16,6",-,"0,370","0,114","4,125","0,170","0,060",98,-,-,-,-,-,-,-,-,-,-,"0,19",-,-,"0,4","0,296","0,185","0,391",-
8376,"Rebus, pangsit dengan daging kambing (Navajo)","79,21",101,"8,71","3,78","0,27","8,03",-,"0,21",14,"1,79",8,63,82,46,"1,85","0,053","0,064","10,2",-,"0,065","0,091","2,005","0,162","0,041",41,-,"0,82",-,-,-,-,-,-,-,-,"0,37",-,-,"1,7","1,709","1,533","0,274","28,00"
8377,"Rebus, bubur jagung dengan daging kambing (Navajo)","81,58",83,"6,71","2,06","0,26","9,38","2,0","0,11",8,"0,81",20,82,118,45,"1,19","0,047","0,089","4,1",-,"0,030","0,070","1,500",-,"0,091",-,-,"0,64",-,-,-,-,-,-,-,-,"0,37",-,-,"0,7","0,733","0,897","0,287","13,00"
8378,"Rebus, daging kambing, jagung, labu (Navajo)","76,13",103,"8,62","4,34","3,63","7,27","1,7","0,61",38,"1,21",21,111,199,49,"1,87","0,063","0,087","8,4",-,"0,030","0,110","2,000","0,270","0,108",18,-,"1,16",-,-,-,-,-,-,-,-,"0,37",-,-,"1,8","1,735","1,748","0,383","43,00"
8379,Tamales (Navajo),"68,10",153,"6,28","6,12","1,37","18,12","3,1","0,99",29,"1,22",22,99,131,427,"1,48","0,063","0,174","6,0","1,7","0,050","0,080","1,590","0,205","0,143",15,-,"0,54",-,-,-,-,-,-,-,-,-,-,-,-,"2,396","2,739","0,688","17,00"
8380,"Rebus, jagung rebus (Navajo)","76,03",112,"8,82","3,75","0,60","10,80","2,3","0,51",22,"1,10",24,107,177,104,"1,55","0,075","0,102","5,0",-,"0,030","0,110","3,020","0,400","0,120",9,-,-,-,-,-,-,-,-,-,-,-,-,-,"0,7","1,603","1,497","0,392",-
8381,"Ikan, halibut, mentah, dengan kulit (asli Alaska)","73,44",116,"20,53","2,92","1,30","1,81",-,-,20,"0,27",26,244,449,79,"0,61","0,042","0,011","51,1",-,"0,066","0,072","5,762","0,377","0,390",15,-,"1,78",157,47,47,-,-,-,-,-,"1,90",-,-,-,"0,726","1,195","0,912","72,00"
8382,"Ikan, salmon, coho (perak), mentah (asli Alaska)","69,38",140,"22,56","5,57","1,24",-,-,-,5,"0,55",28,240,380,58,"0,41","0,051",-,"27,6",-,"0,152","0,189","7,930","1,230","0,225",13,-,"8,52",100,30,30,-,-,-,-,-,"0,81",-,-,"0,2","0,904","1,790","2,410","58,00"
8383,"Ikan, salmon, sockeye (merah), mentah (asli Alaska)","69,64",153,"21,94","7,28","1,29",-,-,-,7,"0,53",27,240,360,60,"0,52","0,052","0,014","29,9",-,"0,253","0,297","8,040","1,140","0,282",11,-,"7,82",193,58,58,-,-,-,-,-,"1,25",-,-,"0,3","1,007","2,200","1,370","64,00"
8384,"Ikan, Salmon, Chum, mentah (asli Alaska)","72,34",116,"20,69","3,67","1,27",-,-,-,7,"0,56",26,230,370,59,"0,54","0,137","0,030","39,7",-,"0,156","0,217","8,790","1,020","0,189",18,-,"8,08",105,32,32,-,-,-,-,-,"0,49",-,-,"0,3","0,547","0,940","0,770","59,00"
8385,"Ikan, salmon, raja (chinook), mentah (asli Alaska)","65,96",187,"20,25","11,73","1,25",-,-,-,42,"0,79",24,208,370,48,"0,52",-,-,"31,0",-,"0,161","0,169","8,415","0,987","0,271",15,-,"7,38",453,136,136,-,-,-,-,-,"1,49",-,-,"0,3","1,870","4,090","1,599","61,00"
8386,"Salmonberi, mentah (asli Alaska)","88,21",47,"0,85","0,33","0,56","10,05","1,9","3,66",13,"0,40",15,27,110,14,"0,28","0,030","1,100",-,"9,2","0,041","0,062","0,466","0,167","0,078",17,-,-,496,50,-,41,277,-,-,-,"1,61",-,-,"14,8",-,-,-,-
8387,"Blueberry, liar, mentah (asli Alaska)","85,48",61,"1,22","0,76","0,23","12,31","2,6","6,46",13,"0,37",7,29,75,6,"0,20","0,030","2,000",-,"18,3","0,067","0,414","0,597","0,265","0,026",33,-,-,115,6,-,-,69,-,-,-,"1,69",-,-,"17,2",-,-,-,-
8388,"Minyak, anjing laut tutul (asli Alaska)","0,25",894,-,"99,32",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,2",-,-,-,-,-,-,-,-,-,3.48,1.044,1.044,-,-,-,-,-,"6,28","0,7",30,-,"14,740","54,520","18,060",-
8389,"Ikan, salmon, merah, kalengan, tulang dihilangkan (asli Alaska)","65,82",161,"27,31","5,76","1,96",-,-,-,28,"1,90",32,260,370,390,"0,66","0,148","0,037","40,3",-,"0,015","0,206","10,100","0,725","0,103",7,82,"4,91",216,65,65,-,-,-,-,-,"0,61",-,-,-,"0,920","2,290","1,610","69,00"
8390,"Ikan, ikan putih, telur (asli Alaska)","76,24",104,"14,66","2,88","1,33","4,89",-,-,46,"5,95",30,306,190,160,"2,10","0,220","0,220","92,8","12,0","0,088","0,403","0,956","1,060","0,159",53,248,"56,40",305,91,91,-,-,-,-,-,"2,68",-,-,"0,6","0,496","1,046","1,073","439,00"
8391,"Karibu, daging pantat, setengah kering (asli Alaska)","38,04",255,"52,06","5,23","3,15",-,-,-,14,"11,00",60,480,710,390,"9,40","0,600","0,099","30,5",-,"0,333","1,240","13,200","2,940","0,620",3,203,"7,16",173,52,52,-,-,-,-,-,"0,09",-,-,"1,1","1,550","1,190","0,630","141,00"
8392,"Karibu, daging bahu, kering (asli Alaska)","33,81",271,"59,38","3,67","4,68",-,-,-,14,"11,00",62,550,810,950,"9,40","0,780","0,110","36,8",-,"0,312","1,300","14,800","4,150","0,499",8,258,"15,10",37,11,11,-,-,-,-,-,"0,07",-,-,-,"1,586","1,201","0,370","164,00"
8393,"Karibu, daging seperempat belakang, mentah (asli Alaska)","72,60",122,"22,63","3,37","1,23",-,-,-,5,"4,10",26,230,320,52,"2,10","0,270","0,037","12,5",-,"0,442","0,962","7,150","2,090","0,351",4,-,"7,05",312,94,94,-,-,-,-,-,"0,69",-,-,"1,4","1,270","0,940","0,560","81,00"
